"Sr","INDEX","DATE","..MAX","..MIN","AW","..R.F","SLP","MSP","DPT","RH","VP"
"7056",42920,1988-05-23,37.3,22.6,18,0,937.5,1002.85,15.05,44.5,181
"7057",42920,1988-05-24,38,22.8,16,0,938.3,1003.4,16,43.5,186
"7058",42920,1988-05-25,37.6,23.2,15,0,939.05,1004.1,16.55,41.5,190.5
"7059",42920,1988-05-26,38.6,24,16,0,938.25,1003.25,16.9,43.5,195
"7060",42920,1988-05-27,39.7,23.6,18,0,938.1,1003.3,17.95,48,208.5
"7061",42920,1988-05-28,38.4,24.3,17,0,937.4,1001.9,19.2,50,224.5
"7062",42920,1988-05-29,37.5,24.7,19,0,939,1004.25,18.65,48,215.5
"7063",42920,1988-05-30,37.6,24.4,18,0,938.8,1004.25,19.9,52.5,232.5
"7064",42920,1988-05-31,36.7,24.2,20,0,939.75,1005.05,19.4,50,226
"7065",42920,1988-06-01,37.2,23.6,20,0,936.7,1001.1,17.9,48,206
"7066",42920,1988-06-02,37.7,24.1,20,0,937.45,1002.85,19.45,53,226
"7067",42920,1988-06-03,35.9,24.4,19,0,937.15,1002.45,20.55,54,242
"7068",42920,1988-06-04,37.7,23.3,17,0,937.15,1002.25,18.5,49,214
"7069",42920,1988-06-05,37.6,23.1,16,0,936.6,1001.65,18.5,49,214
"7070",42920,1988-06-06,38,23.8,18,0,935.25,1000.25,18,47,208
"7071",42920,1988-06-07,37.7,24.2,15,0,936.45,1002.3,18.85,56.5,219.5
"7072",42920,1988-06-08,38.3,23.4,12,6.2,934.3,1000,20.7,66,246
"7073",42920,1988-06-09,39.3,24.4,9,0.6,933.75,1002,17.45,44.5,200
"7074",42920,1988-06-10,37.9,24,10,0,933,998.9,20.7,67.5,245
"7075",42920,1988-06-11,38.3,23,10,6.9,933.65,999.8,21.4,75,254.5
"7076",42920,1988-06-12,37.1,22.4,9,23,936.85,1002.65,21.35,66,254
"7077",42920,1988-06-13,32.5,22.4,9,0,936.95,1003.3,21.8,77.5,261.5
"7078",42920,1988-06-14,33,22.8,11,7,936.75,1002.8,21.25,68,252.5
"7079",42920,1988-06-15,32.1,22.5,12,0,936.85,1003.3,21.25,78.5,252.5
"7080",42920,1988-06-16,29.2,22.5,13,7.1,937.55,1004.25,22.4,87,271
"7081",42920,1988-06-17,27.9,21.5,15,4,937.3,1003.95,21.35,79,254
"7082",42920,1988-06-18,28.8,22.4,11,0,939.5,1005.8,20.2,68.5,237
"7083",42920,1988-06-19,31.1,22.5,10,0,939.45,1005.5,20.55,63.5,242
"7084",42920,1988-06-20,33.1,22.4,13,0,937.75,1003.7,20.15,61.5,236
"7085",42920,1988-06-21,33.8,22.7,15,0,936.85,1002.55,20.8,64,245.5
"7086",42920,1988-06-22,34.3,24.1,18,0,938.5,1004.9,21.45,72.5,255.5
"7087",42920,1988-06-23,32.6,23.3,16,0,935.5,1001.35,20.6,65,243
"7088",42920,1988-06-24,33.1,21.4,14,0,934.3,999.9,20.15,62,186
"7089",42920,1988-06-25,33.5,22.5,12,0,933.85,999.5,20.3,64.5,238
"7090",42920,1988-06-26,33.2,23.1,12,0,934.7,1000.45,20.55,63,242
"7091",42920,1988-06-27,32.9,22,13,0.2,935.35,1001.15,19.35,60.5,225
"7092",42920,1988-06-28,33.3,22.5,13,0,934.65,1000.85,19.05,65.5,221
"7093",42920,1988-06-29,30.6,23.6,12,0,934.65,1000.15,18.6,56,215
"7094",42920,1988-06-30,32.9,22.6,13,0,935.05,1000.6,18.9,56,218.5
"7095",42920,1988-07-01,33.4,20.5,12,0,935.9,1001.75,19.15,60.5,222
"7096",42920,1988-07-02,33.5,22.6,13,0,936,1001.7,20.2,62,237
"7097",42920,1988-07-03,34.3,23.5,12,0,935.4,1001.2,20.9,65,247
"7098",42920,1988-07-04,34,23.5,13,0,936.15,1002.9,21.6,84,257.5
"7099",42920,1988-07-05,29,21.5,12,5.6,936.5,1002.95,21.3,76,253.5
"7100",42920,1988-07-06,30.1,21.5,14,5.6,937.25,1003.85,22.2,83.5,276
"7101",42920,1988-07-07,30.4,21.4,14,1.4,937.15,1003.3,21.4,72,254.5
"7102",42920,1988-07-08,32,22.5,15,0.3,937.05,1003.3,20.75,70.5,245
"7103",42920,1988-07-09,31.8,22.3,15,0,936.8,1002.95,21,70,248.5
"7104",42920,1988-07-10,32.5,22.6,12,0,937.4,1004.1,21.45,81.5,256
"7105",42920,1988-07-11,33.5,22.5,5,9.9,938.1,1004.4,21.7,75.5,259
"7106",42920,1988-07-12,33,22.9,10,0,936.7,1003.25,22.25,83.5,268.5
"7107",42920,1988-07-13,31.5,21.2,14,11,935.15,1001.8,21.6,86.5,257.5
"7108",42920,1988-07-14,26.1,21.3,17,12.6,935.45,1002.6,21.1,93,250
"7109",42920,1988-07-15,25.4,20.8,16,7.6,934.4,1001.1,21.95,90,263
"7110",42920,1988-07-16,27.3,21.6,16,20.9,932.6,998.65,22.15,88.5,266.5
"7111",42920,1988-07-17,27,22.4,15,11.7,931.4,997.7,21.6,86,257.5
"7112",42920,1988-07-18,23.4,22.1,14,0.9,931.3,995.15,22.05,81.5,265.5
"7113",42920,1988-07-19,28.8,21.2,15,2.3,933.5,999.95,21.3,82.5,253
"7114",42920,1988-07-20,28.8,22.5,15,4.8,935.65,1002.2,22.7,89,276
"7115",42920,1988-07-21,29.6,22,20,5,933.9,1000.5,21.75,84.5,260
"7116",42920,1988-07-22,31.8,22.1,20,11.2,933.95,1000.55,21.15,85.5,251
"7117",42920,1988-07-23,26.1,21.5,12,3.9,935.45,1001.9,21.5,82.5,256.5
"7118",42920,1988-07-24,29.8,21.5,13,0.5,937,1003.85,21.05,82,250
"7119",42920,1988-07-25,28.6,22.3,16,4.1,937.45,1004.35,21.85,89.5,261.5
"7120",42920,1988-07-26,26.9,21.7,15,16.3,937,1004,20.95,86,248
"7121",42920,1988-07-27,25.2,20.5,17,24,937.05,1004.15,20.5,88,241.5
"7122",42920,1988-07-28,25.4,21.2,24,4.2,936.45,1003.35,21.15,85.5,251
"7123",42920,1988-07-29,27.4,22.3,22,1.4,936.35,1003,20.75,79,245
"7124",42920,1988-07-30,28.3,21.9,22,0.4,936.55,1003.35,21.2,82,252
"7125",42920,1988-07-31,27.1,22,20,1.6,936.7,1003.45,21.25,83,252.5
"7126",42920,1988-08-01,28.8,22,21,6,934.95,1001.85,21.65,91.5,259
"7127",42920,1988-08-02,27.8,22.3,20,18.1,934.05,1000.55,22,87.5,264
"7128",42920,1988-08-03,28.7,22.7,18,2.8,934.15,1000.15,22.6,82.5,274
"7129",42920,1988-08-04,29.4,23,17,0.2,933.2,999.65,21.8,85.5,261
"7130",42920,1988-08-05,26.4,22.6,18,4,934.15,1000.55,21.5,80,256
"7131",42920,1988-08-06,29.5,22,14,1,936.45,1002.4,21.6,74.5,258
"7132",42920,1988-08-07,29.6,21.1,13,1.7,937.4,1003.85,21.05,74.5,249.5
"7133",42920,1988-08-08,28.9,21.1,15,0.9,937.25,1003.6,20.9,74.5,247.5
"7134",42920,1988-08-09,29.8,22,16,0,937.2,1003.85,20.65,76,243.5
"7135",42920,1988-08-10,30.1,22,10,0.1,936.9,1003.4,20.85,76,246.5
"7136",42920,1988-08-11,29.1,21.6,14,0.9,937.4,1004.15,21.1,80,250
"7137",42920,1988-08-12,28.5,22,11,0.4,939.4,1006.25,20.8,79.5,245.5
"7138",42920,1988-08-13,29.4,21.5,10,0,939,1005.75,21.45,80.5,255.5
"7139",42920,1988-08-14,30.1,21.5,12,0,938.7,1005.15,20.75,72,245
"7140",42920,1988-08-15,30.3,21.7,14,0,937.5,1004,20.4,72.5,240
"7141",42920,1988-08-16,30.7,21,13,0.5,937.15,1004,20.1,80,236
"7142",42920,1988-08-17,29.6,21.1,11,0,936.05,1002.15,20.05,69.5,235
"7143",42920,1988-08-18,31.3,21.5,13,0,935.45,1002,20.15,76.5,236.5
"7144",42920,1988-08-19,28.2,21.9,13,0.5,935.85,1002.75,21.6,89,257.5
"7145",42920,1988-08-20,24.8,21.7,11,5.6,937.05,1003.95,21.15,85.5,251
"7146",42920,1988-08-21,28.8,22,13,0.9,937.7,1004.65,21.25,87,252.5
"7147",42920,1988-08-22,27.3,22.1,13,0.9,936.85,1003.75,21.35,87,254
"7148",42920,1988-08-23,27.1,22,13,2.7,936.75,1003.55,20.6,84,243
"7149",42920,1988-08-24,28.1,21.3,13,0.5,936.1,1002.9,21.6,85.5,258
"7150",42920,1988-08-25,29.5,21.6,10,0.4,937.3,1003.75,20.75,74.5,245
"7151",42920,1988-08-26,29.2,20.6,8,0.6,940.1,1006.9,20.85,84,246.5
"7152",42920,1988-08-27,29.7,20.1,8,0,939.85,1006.65,21.45,81,255.5
"7153",42920,1988-08-28,29.3,21,11,0,939.3,1006.05,19.9,72.5,233
"7154",42920,1988-08-29,30.1,21,12,0,938.75,1005.8,21.2,86.5,252
"7155",42920,1988-08-30,30.8,21,11,6,939.05,1006,21.3,84.5,253.5
"7156",42920,1988-08-31,30.3,22,9,3,939.65,1006.85,21.6,90.5,258
"7157",42920,1988-09-01,29.5,21.5,7,16.1,937.85,1004.85,21.2,86,252
"7158",42920,1988-09-02,31.1,21.1,6,0.5,936,1002.65,22.35,88,270
"7159",42920,1988-09-03,30,20.6,6,15.8,935.55,1002.55,21.75,93,260.5
"7160",42920,1988-09-04,27.9,22.1,6,21.6,938.15,1004.75,21.9,82,262.5
"7161",42920,1988-09-05,29.1,21.8,4,0.5,940.7,1007.35,21.3,75,253
"7162",42920,1988-09-06,30.2,22.3,9,0,941.15,1007.9,21.5,78.5,256
"7163",42920,1988-09-07,29.6,21.6,12,0,938.9,1005.85,21.5,85.5,256.5
"7164",42920,1988-09-08,29,21.5,12,4,938.45,1005.75,20.95,90.5,248
"7165",42920,1988-09-09,26.6,21,8,1.4,939.55,1006.4,21.35,80.5,254
"7166",42920,1988-09-10,30.2,21.2,6,0.4,940.25,1007.4,21.65,88,258.5
"7167",42920,1988-09-11,29.5,21.5,5,3.2,939.5,1006.8,21.35,92,254
"7168",42920,1988-09-12,30.5,19.5,6,11,939.1,1005.6,20.95,72,248
"7169",42920,1988-09-13,31.6,21.4,5,18.1,940.95,1007.65,21.85,80,262.5
"7170",42920,1988-09-14,31.7,20.6,6,0.5,942.65,1009.95,21.55,88.5,257.5
"7171",42920,1988-09-15,32,21.8,5,4.4,939.4,1006.4,22.5,92,272.5
"7172",42920,1988-09-16,30.4,21.6,7,33.7,936.2,1002.95,22.3,92.5,269
"7173",42920,1988-09-17,28.9,20.6,9,1.4,934.8,1001.45,22.85,92.5,278.5
"7174",42920,1988-09-18,29.5,20.6,5,14.9,936.45,1003.25,22.6,92.5,274
"7175",42920,1988-09-19,28.5,21.1,5,25.7,936.15,1002.8,22.15,87,266.5
"7176",42920,1988-09-20,28.4,21.6,5,44.7,934.85,1001.55,21.85,88.5,262
"7177",42920,1988-09-21,27.5,22,7,0.9,933.5,999.9,22.5,85,272.5
"7178",42920,1988-09-22,29.8,21.3,6,0,930.65,996.75,22.25,83.5,268.5
"7179",42920,1988-09-23,30.3,21.8,5,15.8,930.4,996.8,22.45,94.5,271.5
"7180",42920,1988-09-25,29.1,20.5,10,0,937.85,1004.25,22.05,77.5,265
"7181",42920,1988-09-26,30.6,21.9,7,1.5,937.8,1004.3,22.75,84.5,276.5
"7182",42920,1988-09-27,31.5,21.4,5,5.1,936.7,1002.9,22.1,78,266
"7183",42920,1988-09-28,31.6,22,6,21.7,937.55,1004.35,21.75,87,260.5
"7184",42920,1988-09-29,28.6,20.5,8,0,938.95,1006.15,20.35,83,239
"7185",42920,1988-09-30,28,19.8,9,0,938.85,1005.75,20.9,83.5,247.5
"7186",42920,1988-10-01,29.4,19.5,7,0.3,939.3,1006.6,20.9,88,247
"7187",42920,1988-10-02,30.9,21.6,9,9.6,938.5,1005.5,21.9,90,263
"7188",42920,1988-10-03,29.3,21.5,12,4.8,937.9,1005.1,22.1,95,266
"7189",42920,1988-10-04,27.6,22.4,11,0,940.55,1007,22.1,87,266
"7190",42920,1988-10-05,29.4,19.7,10,0,942.9,1010.4,20.9,88,247
"7191",42920,1988-10-06,30.2,17,7,0,942.6,1010.4,19.6,86,228
"7192",42920,1988-10-07,29.3,15.9,9,0,942.2,1010.2,17.9,82,205
"7193",42920,1988-10-08,28.5,14.3,8,0,943.6,1012,18.8,96,217
"7194",42920,1988-10-09,28.9,16,6,0,944.8,1012.7,17.7,79,202
"7195",42920,1988-10-10,30.5,16,5,0,945.8,1013.9,17.7,76,202
"7196",42920,1988-10-11,31,16.3,4,0,944.2,1012.1,18.1,80,208
"7197",42920,1988-10-12,31.9,16.4,5,0,944.7,1012.6,17.7,79,202
"7198",42920,1988-10-13,31.7,14.3,5,0,944.7,1012.4,14.7,60,167
"7199",42920,1988-10-14,32.4,16.6,6,0,944.9,1012.1,12.4,47,144
"7200",42920,1988-10-15,33.7,15.2,8,0,945.6,1012.9,13.2,50,152
"7201",42920,1988-10-16,33.9,16.4,7,0,946.8,1014.6,14.9,90,169
"7202",42920,1988-10-17,33.4,16.8,7,0,945.3,1012.6,15.6,57,177
"7203",42920,1988-10-18,32.4,13.8,8,0,943.5,1011.9,17.3,89,197
"7204",42920,1988-10-19,32.7,13.4,7,0,943.9,1012.5,17.8,92,204
"7205",42920,1988-10-20,32.2,14.5,6,0,945,1012.7,18.5,80,213
"7206",42920,1988-10-22,33.2,14.6,5,0,946.2,1014.3,14.8,65,168
"7207",42920,1988-10-23,32.7,14.4,5,0,946.5,1014.3,11,47,131
"7208",42920,1988-10-24,32.1,12.2,5,0,945.7,1013.8,11.1,51,132
"7209",42920,1988-10-25,32.9,12.8,4,0,944.9,1012.8,10.2,48,124
"7210",42920,1988-10-26,32.9,13.5,4,0,944.7,1013.3,13.7,71,157
"7211",42920,1988-10-27,33.3,13,5,0,945.1,1012.9,11.2,50,133
"7212",42920,1988-10-28,33.1,13.8,5,0,945.5,1013.3,10.9,47,130
"7213",42920,1988-10-29,32.7,13.7,4,0,945,1013,11,50,131
"7214",42920,1988-10-30,31.5,13.7,4,0,944.8,1013.2,11.3,57,134
"7215",42920,1988-10-31,31.5,17.7,3,0,945.6,1013.2,8.6,38,112
"7216",42920,1988-11-01,32.3,14.5,3,0,946.2,1013.35,7.25,32,102
"7217",42920,1988-11-02,32.4,16.4,3,0,946.25,1013.15,12.3,41.5,143
"7218",42920,1988-11-03,32.1,18,3,0,943.75,1012.65,15.7,55.5,178
"7219",42920,1988-11-04,31,18.7,7,1.2,946.6,1014.35,17.15,70,196
"7220",42920,1988-11-05,29.9,13.2,5,0,947.35,1015,12.85,54.5,150
"7221",42920,1988-11-06,30.1,11.9,6,0,947.85,1015.45,10.05,42,123.5
"7222",42920,1988-11-07,30.9,10.7,5,0,946.95,1014.55,6.35,35.5,96.5
"7223",42920,1988-11-08,30.8,11.2,5,0,945.7,1013.3,6.6,36,97.5
"7224",42920,1988-11-09,31.2,10,4,0,945.65,1013.15,4.45,31,84.5
"7225",42920,1988-11-10,31.9,9.8,5,0,946,1013.6,5.95,34.5,93.5
"7226",42920,1988-11-11,31.5,11.1,5,0,947.05,1014.8,6.05,35.5,94
"7227",42920,1988-11-12,30.5,10,5,0,946.55,1014.45,3.5,32,80
"7228",42920,1988-11-13,29.5,9.5,6,0,945.75,1013.4,4.35,30.5,83.5
"7229",42920,1988-11-14,29.8,11.8,6,0,945.4,1013.1,5.85,34,92.5
"7230",42920,1988-11-15,30.6,9.2,5,0,948.35,1013.4,5.8,38,92.5
"7231",42920,1988-11-16,30,9.3,5,0,943.8,1011.2,6.3,35,96
"7232",42920,1988-11-17,30.5,10.3,5,0,943,1010.6,7.35,39.5,102.5
"7233",42920,1988-11-18,30.5,10.4,4,0,943.45,1011.05,7.35,40.5,103
"7234",42920,1988-11-19,30.9,10.6,5,0,944.55,1012.55,7.15,45,102.5
"7235",42920,1988-11-20,31,10.4,5,0,945.85,1013.65,6.5,37,96.5
"7236",42920,1988-11-21,29.6,10.2,3,0,945.3,1013.35,7.9,43,106.5
"7237",42920,1988-11-22,29.7,10.7,5,0,944.1,1011.65,6.95,37.5,100
"7238",42920,1988-11-23,30.4,12.4,5,0,943.75,1011.5,11,50.5,131.5
"7239",42920,1988-11-24,30.3,12.9,6,0,945.35,1013.25,13.3,62.5,153
"7240",42920,1988-11-25,30.5,13,5,0,945.55,1013.4,13.2,58.5,152
"7241",42920,1988-11-26,30.4,14.6,7,0,944.5,1012.1,11.55,53.5,140
"7242",42920,1988-11-27,30.7,14.5,5,0,944.3,1012.2,9.45,47.5,119
"7243",42920,1988-11-28,29.8,10.3,7,0,945.2,1013.4,6.8,42,100
"7244",42920,1988-11-29,28.5,10.2,5,0,945.65,1013.7,7.05,41,101
"7245",42920,1988-11-30,27.7,7.3,4,0,946.7,1015.3,4.3,38.5,83.5
"7246",42920,1988-12-01,26.9,4.7,4,0,948,1017.05,3.2,39,78
"7247",42920,1988-12-02,26.7,5.6,5,0,949.05,1018,4.35,39,84
"7248",42920,1988-12-03,28.6,10.5,4,0,949.35,1017.35,8.85,41.5,114
"7249",42920,1988-12-04,28.8,10.8,4,0,947.45,1014.75,9.55,51,119
"7250",42920,1988-12-05,29.9,11.4,4,0,946.05,1014.25,9.65,50.5,120
"7251",42920,1988-12-06,30,10.9,4,0,943.8,1011.85,8.2,58,109
"7252",42920,1988-12-07,29.4,12.8,5,0,942.1,1010.15,10.1,54,124
"7253",42920,1988-12-08,29.3,12.7,4,0,943.25,1011,11,52.5,131
"7254",42920,1988-12-09,29.9,12.4,3,0,946.25,1014.4,8.75,44.5,113
"7255",42920,1988-12-10,29.5,9.8,5,0,948.15,1016.5,6.3,42,95.5
"7256",42920,1988-12-11,29.3,9.5,5,0,947.5,1015.95,6.65,42.5,97.5
"7257",42920,1988-12-12,29.5,9.2,6,0,946.7,1014.85,9.15,44.5,116.5
"7258",42920,1988-12-13,28.9,16.4,8,0,948.1,1016.6,10.4,55,126.5
"7259",42920,1988-12-14,25.5,9.7,9,0,948.3,1016.9,10.7,58,128.5
"7260",42920,1988-12-15,28.1,10.7,5,0,947.35,1015.55,9.15,49.5,116
"7261",42920,1988-12-16,28.9,10.4,6,0,947.35,1015.75,7.15,44,101
"7262",42920,1988-12-17,29,9.8,4,0,947.95,1016.45,4.05,36,81.5
"7263",42920,1988-12-18,28.8,9.4,4,0,947.45,1016.25,5.15,42.5,88
"7264",42920,1988-12-19,27.5,8.5,5,0,947.8,1016.5,6.9,47,99.5
"7265",42920,1988-12-20,28.6,9,6,0,948.95,1017.75,8.65,50.5,113
"7266",42920,1988-12-21,28.5,10.4,4,0,948.25,1016.75,8.8,54,113
"7267",42920,1988-12-22,29.7,9.5,4,0,945.25,1013.6,5.7,45,92
"7268",42920,1988-12-23,30.9,9.9,5,0,945.35,1013.6,8.35,50.5,109.5
"7269",42920,1988-12-24,32.1,10.2,5,0,945.7,1014.05,9.15,54,116.5
"7270",42920,1988-12-25,31.2,10.5,7,0,944.1,1012.35,12.8,67,148.5
"7271",42920,1988-12-26,28.3,8.4,10,0,944.9,1013.6,5,44,87.5
"7272",42920,1988-12-27,25.9,7.8,3,0,945.35,1014.1,8.2,51,109
"7273",42920,1988-12-28,25.9,9.8,6,0,947.1,1015.8,9.2,53,117
"7274",42920,1988-12-29,28,11,4,0,947.1,1015.7,10.75,60,129
"7275",42920,1988-12-30,28.1,8.9,4,0,947.05,1015.55,8.45,51.5,110.5
"7276",42920,1988-12-31,28.5,7.9,4,0,945.8,1014.4,4.7,43,85.5
"7277",42920,1989-01-01,28.7,8.5,5,0,946.35,1014.7,4.8,41,86
"7278",42920,1989-01-02,30.2,7.2,5,0,946.1,1014.5,5.25,43,89.5
"7279",42920,1989-01-03,30.1,10,6,0,946.55,1014.75,2.6,34,74
"7280",42920,1989-01-04,28.4,8.5,3,0,946.3,1014.65,5.15,37.5,88.5
"7281",42920,1989-01-05,29,8.1,4,0,944.05,1012.25,6.1,46,94
"7282",42920,1989-01-06,31.3,10.7,6,0,941.65,1008.95,8.95,49,114
"7283",42920,1989-01-07,31.1,11.4,6,0,940.85,1008.85,9.3,52,117.5
"7284",42920,1989-01-08,28,13.9,11,0,943.45,1011.95,9.85,55.5,121
"7285",42920,1989-01-09,24.1,7.5,6,0,945.55,1014.7,7.8,55,106.5
"7286",42920,1989-01-10,25.9,9,5,0,944.65,1012.8,7.15,43.5,102
"7287",42920,1989-01-11,27.9,8.5,4,0,942.8,1011.15,6.25,47,95
"7288",42920,1989-01-12,29.4,9.6,5,0,943.95,1012,5.45,36,96
"7289",42920,1989-01-13,28.7,11,4,0,945.4,1013.65,10.1,53.5,124.5
"7290",42920,1989-01-14,30.9,11.7,5,0,944.55,1012.25,10.75,50,129
"7291",42920,1989-01-15,31,11.7,5,0,944.45,1012.65,7.6,48.5,104
"7292",42920,1989-01-16,31.1,6.5,6,0,943.95,1012.5,1.55,34.5,68.5
"7293",42920,1989-01-17,31,8,5,0,943.65,1012.1,6,47,93.5
"7294",42920,1989-01-18,31,9,5,0,942.75,1011.25,3.7,44,81
"7295",42920,1989-01-19,29.9,9.4,7,0,942.2,1010.95,3.25,44,77
"7296",42920,1989-01-20,27.6,7.8,6,0,943.3,1011.7,4.5,39.5,85
"7297",42920,1989-01-21,27.7,11.2,4,0,943.4,1011.55,7.4,43,104.5
"7298",42920,1989-01-22,29,11,4,0,942.75,1010.55,7.95,45.5,107
"7299",42920,1989-01-23,31.3,12.4,5,0,941.9,1009.6,9.15,45.5,116.5
"7300",42920,1989-01-24,30.6,10.9,5,0,941.8,1009.5,6.9,40,100
"7301",42920,1989-01-25,31.6,10.5,5,0,942.05,1009.75,9.25,50,116.5
"7302",42920,1989-01-26,31.7,10.4,5,0,943.2,1010.85,7.05,41,100.5
"7303",42920,1989-01-27,32.4,9.8,6,0,945.6,1013.55,7.55,41,106.5
"7304",42920,1989-01-28,32,10.4,5,0,946,1013.85,8.15,41,109.5
"7305",42920,1989-01-29,31.3,11.4,4,0,946.25,1014.1,9.95,47.5,123.5
"7306",42920,1989-01-30,32.3,11.6,4,0,946.8,1014.4,4.95,33.5,87.5
"7307",42920,1989-01-31,33.4,11.8,5,0,946.05,1013.65,4.85,36,86.5
"7308",42920,1989-02-01,32.6,12,4,0,945.85,1013.45,6,37.5,94
"7309",42920,1989-02-02,33.1,11,4,0,945.65,1013.5,5.75,40,92
"7310",42920,1989-02-03,33.6,10.7,4,0,945.55,1013.15,4.9,30,63
"7311",42920,1989-02-04,34.6,12,4,0,945.35,1013,4.05,33.5,82
"7312",42920,1989-02-05,34.4,13.5,6,0,943.15,1010.4,-0.35,22,59
"7313",42920,1989-02-06,32.5,12.2,9,0,944.15,1011.9,4.45,35.5,85
"7314",42920,1989-02-07,32.2,10.4,7,0,945.65,1013.6,5.65,39,94.5
"7315",42920,1989-02-08,32.1,10.2,5,0,945.1,1012.85,4.2,32,82.5
"7316",42920,1989-02-09,31.1,10.6,7,0,945.1,1013,3.2,32.5,77
"7317",42920,1989-02-10,31.5,9,6,0,946.1,1014.4,2.4,37.5,73.5
"7318",42920,1989-02-11,33,9.3,9,0,945.9,1013.8,1.05,29,66
"7319",42920,1989-02-12,31.1,9,7,0,944.5,1012.55,4.2,35,82.5
"7320",42920,1989-02-13,32,9.7,5,0,944,1011.6,3.35,32,77.5
"7321",42920,1989-02-14,32.9,11.4,8,0,944.4,1011.95,5.35,32.5,89.5
"7322",42920,1989-02-15,31,11.9,9,0,945.2,1012.75,7.3,38,102
"7323",42920,1989-02-16,31.4,12.3,10,0,945.15,1012.85,8.1,41.5,108
"7324",42920,1989-02-17,30.4,11,8,0,944.4,1012.15,9.8,48.5,121.5
"7325",42920,1989-02-18,32.3,13.7,7,0,944.95,1013.2,6.15,44,97.5
"7326",42920,1989-02-19,27.1,NA,12,0,946.8,1015.45,-2.2,25,51
"7327",42920,1989-02-20,27.5,6.4,5,0,946.7,1014.95,-1.35,23.5,55.5
"7328",42920,1989-02-21,31.3,11,8,0,943.8,1011.15,0.9,22,66
"7329",42920,1989-02-22,32.9,12.2,8,0,943.85,1011.2,4.2,30.5,82.5
"7330",42920,1989-02-23,31.9,10.5,5,0,945.1,1012.8,-1.9,24,55
"7331",42920,1989-02-24,31.1,9.6,6,0,946.45,1014.1,-2.75,19,48.5
"7332",42920,1989-02-25,32.4,9.8,5,0,945.15,1012.45,-1.55,18.5,54
"7333",42920,1989-02-26,34.7,10.2,5,0,945.65,1012.8,1.1,21.5,66.5
"7334",42920,1989-02-27,35.5,15.6,5,0,945.1,1011.85,2.3,23.5,73
"7335",42920,1989-02-28,35.9,13.8,7,0,945.75,1012.75,4.95,30.5,88.5
"7336",42920,1989-03-01,35.5,12.4,8,0,945,1012.05,3.7,28,80.5
"7337",42920,1989-03-02,34,12.2,8,0,943.4,1010.45,-1.2,19.5,55.5
"7338",42920,1989-03-03,34,11,7,0,942.75,1009.75,0.5,23,63
"7339",42920,1989-03-04,35.3,13.7,5,0,941.9,1008.55,2.7,24,74.5
"7340",42920,1989-03-05,35.4,16.2,6,0,940.15,1006.45,1.6,19.5,69
"7341",42920,1989-03-06,35.5,16.2,6,0,940.35,1006.75,3.4,23.5,78
"7342",42920,1989-03-07,36.4,15.4,6,0,942.05,1008.7,5.8,29.5,92.5
"7343",42920,1989-03-08,35.1,17.2,6,0,942.3,1008.6,5.25,26,89.5
"7344",42920,1989-03-09,35.4,16,6,0,941.8,1008.3,5.25,25,89
"7345",42920,1989-03-10,34.3,16.8,6,0,942.2,1009.05,5.5,32.5,92.5
"7346",42920,1989-03-11,33.2,12.8,8,0,943.85,1010.9,5.85,38.5,100
"7347",42920,1989-03-12,33.9,14.1,7,0,943.95,1010.85,3.05,24,76
"7348",42920,1989-03-13,33.5,13.7,5,0,941.9,1008.5,7.2,33.5,103
"7349",42920,1989-03-14,33.3,14,6,0,942.15,1009,4.65,30.5,86.5
"7350",42920,1989-03-15,34.3,14.8,2,0,942.3,1008.9,4,28.5,85
"7351",42920,1989-03-16,34.8,15.2,7,0,942,1008.5,7.05,14,105.5
"7352",42920,1989-03-17,34.6,16.2,9,0,941.6,1007.9,5.8,27,93.5
"7353",42920,1989-03-18,35.7,18.3,8,0,941,1007.1,7.6,29.5,105
"7354",42920,1989-03-19,36.6,18,9,0,940.6,1006.35,9,29.5,115.5
"7355",42920,1989-03-20,37,19.6,7,0,940.55,1006.3,9.2,30,117
"7356",42920,1989-03-21,37.4,21.5,10,0,941.85,1007.7,10.65,32,129.5
"7357",42920,1989-03-22,35.5,22.4,16,0,942.5,1008.65,11,36,133
"7358",42920,1989-03-23,34.6,18.2,13,0,940.9,1006.95,7.9,30.5,109.5
"7359",42920,1989-03-24,34.9,18.8,11,0.6,941.75,1008.45,11.2,43,133.5
"7360",42920,1989-03-25,33.3,16,4,0,942.4,1009.1,11.75,43.5,138.5
"7361",42920,1989-03-26,32.4,15.8,7,0,943.75,1012.2,15.8,77,189
"7362",42920,1989-03-27,27.6,17,7,19.4,943.35,1010.85,12.5,58.5,148.5
"7363",42920,1989-03-28,28.6,10.5,7,0,943.75,1011.35,7.05,45.5,107
"7364",42920,1989-03-29,30.4,11.6,6,0,942.7,1009.8,7.6,36,104.5
"7365",42920,1989-03-30,31.1,14,6,0,942.65,1009.35,7.9,33.5,106.5
"7366",42920,1989-03-31,33.6,17.2,6,0,943.95,1009.9,7,24.5,100
"7367",42920,1989-04-01,36.4,18,6,0,942.5,1008.45,8.4,28,110.5
"7368",42920,1989-04-02,36.6,16.4,11,0,941.05,1007.15,8.45,31,113
"7369",42920,1989-04-03,35.1,15,10,0,941.55,1008,5.4,28,87
"7370",42920,1989-04-04,34.9,13.8,10,0,942.85,1009.15,2.15,22,80
